kata,ipa,e_count
kebaktian,kəbaʔtian,1
sertifikasi,sertifikasi,1
kerisauan,kərisauan,1
makna,maʔna,0
laung,lauŋ,0
berketurunan,bərkəturunan,2
membajai,məmbadʒai,1
didukung,didukuŋ,0
berpeti,bərpəti,2
ateistis,ateistis,1
kermanici,kərmanitʃi,1
niger,nigər,1
kesalehan,kəsalehan,2
kerakusan,kərakusan,1
tercerna,tərtʃərna,2
radikal,radikal,0
bertamadun,bərtamadun,1
fundamental,fundamental,1
sabarnya,sabarɲa,0
matriks,matriʔs,0
pertaruhan,pərtaruhan,1
angur,aŋur,0
tindakan,tindakan,0
belebas,bələbas,2
dengap,dəŋap,1
panutan,panutan,0
barulah,barulah,0
kroket,ʔroket,1
pengundang,pəŋundaŋ,1
petor,petor,1
gajus,gadʒus,0
pembelah,pəmbəlah,2
mempersekutukan,məmpərsəkutukan,3
bacin,batʃin,0
fusi,fusi,0
alamnya,alamɲa,0
mendudukkan,mənduduʔkan,1
pustaka,pustaka,0
gedebak,gədəbaʔ,2
akhir,aʔhir,0
terbenam,tərbənam,2
multi,multi,0
penyerobotan,pəɲərobotan,2
menanya,mənaɲa,1
landskap,landskap,0
audiologi,audiologi,0
piramid,piramid,0
lemah,ləmah,1
pelarasan,pəlarasan,1
berangga,bəraŋga,1
morfin,morfin,0
gimnasium,gimnasium,0
montok,montoʔ,0
penyelusuran,pəɲəlusuran,2
kelendara,kələndara,2
belaian,bəlaian,1
salon,salon,0
babar,babar,0
mengoperasi,məŋopərasi,2
dipergunakan,dipərgunakan,1
milik,miliʔ,0
anggrekwan,aŋgreʔwan,1
cidera,tʃidəra,1
cenderai,tʃəndərai,2
abulhayat,abulhajat,0
alkah,alkah,0
penyap,pəɲap,1
menyelingar,məɲəliŋar,2
seleder,səleder,3
nifas,nifas,0
khali,ʔhali,0
sekelian,səkəlian,2
kepekatan,kəpəkatan,2
sempoyongan,səmpojoŋan,1
implikasi,implikasi,0
perikarditis,perikarditis,1
kekosongan,kəkosoŋan,1
ciut,tʃiut,0
sebetulnya,səbətulɲa,2
bercuatan,bərtʃuatan,1
kilir,kilir,0
personal,pərsonal,1
pengolahan,pəŋolahan,1
inversi,inversi,1
baid,baid,0
imbasan,imbasan,0
seburus,səburus,1
membahayakan,məmbahajakan,1
truf,truf,0
cengkedi,tʃəŋkədi,2
beleng,beleŋ,2
meneriaki,mənəriaki,2
nahdiyin,nahdijin,0
hiliran,hiliran,0
beri,bəri,1
minuman,minuman,0
berteori,bərteori,2
senyap,səɲap,1
berketel,bərkətel,3
galeri,galəri,1
cadel,tʃadel,1
pepermin,pepərmin,2
ringkasan,riŋkasan,0
pertentaraan,pərtəntaraʔan,2
mencabau,məntʃabau,1
imbal,imbal,0
selendangnya,səlendaŋɲa,2
ketumbuhan,kətumbuhan,1
cemperai,tʃəmpərai,2
kurva,kurva,0
saatnya,saʔatɲa,0
jirus,dʒirus,0
terbelintang,tərbəlintaŋ,2
menyisir,məɲisir,1
terka,tərka,1
cal,tʃal,0
merasul,mərasul,1
pengasinan,pəŋasinan,1
membumi ratakan,məmbumiratakan,1
terik,təriʔ,1
tenong,tenoŋ,1
menurunkan,mənurunkan,1
mencelakai,məntʃəlakai,2
sutera,sutəra,1
segumpal,səgumpal,1
mekar,məkar,1
cekel,tʃekel,2
aksarawati,aʔsarawati,0
desur,dəsur,1
acaram,atʃaram,0
sembrani,səmbrani,1
layarnya,lajarɲa,0
maupun,maupun,0
mencerocos,məntʃərotʃos,2
kerih,kərih,1
penyerasian,pəɲərasian,2
pembinasa,pəmbinasa,1
kompanyon,kompaɲon,0
pencopet,pəntʃopet,2
mempekerjakan,məmpəkərdʒakan,3
menyengget,məɲeŋget,3
menyerbuk,məɲərbuʔ,2
sikit,sikit,0
mengeluh,məŋəluh,2
kulkas,kulkas,0
dikeluarkannya,dikəluarkanɲa,1
ciap,tʃiap,0
berdominasi,bərdominasi,1
adika,adika,0
pameran,pameran,1
loreng,loreŋ,1
seriding,səridiŋ,1
dicincang,ditʃintʃaŋ,0
perkaranya,pərkaraɲa,1
bondol,bondol,0
sunat,sunat,0
kebocahan,kəbotʃahan,1
dayah,dajah,0
berangguk,bəraŋguʔ,1
pelindungan,pəlinduŋan,1
kebutuhannya,kəbutuhanɲa,1
membela,məmbela,2
diduga,diduga,0
berbuah,bərbuah,1
paranoid,paranoid,0
adipati,adipati,0
selingar,səliŋar,1
murbei,murbei,1
baksi,baʔsi,0
berdosa,bərdosa,1
berpasukan,bərpasukan,1
loyong,lojoŋ,0
berseloka,bərsəloka,2
beritahu,bəritahu,1
mencondongkan,məntʃondoŋkan,1
penyesat,pəɲəsat,2
ajal,adʒal,0
jaja,dʒadʒa,0
kecuaian,kətʃuaian,1
telatap,təlatap,1
umpat,umpat,0
barter,bartər,1
pembandut,pəmbandut,1
bigair,bigair,0
penggali,pəŋgali,1
menjijikkan,məndʒidʒiʔkan,1
lori,lori,0
ditukarkan,ditukarkan,0
bendoro,bəndoro,1
dikau,dikau,0
digalang,digalaŋ,0
mencoloki,məntʃoloki,1
memintas,məmintas,1
dikhawatirkan,diʔhawatirkan,0
menyambar,məɲambar,1
linu,linu,0
bodi,bodi,0
perasian,pərasian,1
perwatakan,pərwatakan,1
disorot,disorot,0
mengkal,məŋkal,1
pepsin,pepsin,1
muktazilah,muʔtazilah,0
memperalat,məmpəralat,2
dum,dum,0
menyaman,məɲaman,1
cikal,tʃikal,0
penghasut,pəŋhasut,1
bercatur,bərtʃatur,1
penembak,pənembaʔ,2
bagas,bagas,0
kerama,kərama,1
perbintangan,pərbintaŋan,1
jaya,dʒaja,0
dinasti,dinasti,0
memesatkan,məməsatkan,2
tapi,tapi,0
meredah,mərədah,2
apungan,apuŋan,0
pengamitan,pəŋamitan,1
centang,tʃentaŋ,1
kanun,kanun,0
komposit,komposit,0
terperinci,tərpərintʃi,2
berbelahan,bərbəlahan,2
palsu,palsu,0
manipulator,manipulator,0
kilometer,kilometər,2
rombakan,rombakan,0
resmi,rəsmi,1
mengelas,məŋəlas,2
radioaktif,radioaʔtif,0
terpelekok,tərpəlekoʔ,3
murni,murni,0
arahnya,arahɲa,0
perkebunan,pərkəbunan,2
mengaksentuasi,məŋaʔsentuasi,2
bancar,bantʃar,0
burat,burat,0
bubus,bubus,0
kantuk,kantuʔ,0
mencekuh,məntʃəkuh,2
kompak,kompaʔ,0
tertuju,tərtudʒu,1
kemalasan,kəmalasan,1
pengasas,pəŋasas,1
dumping,dumpiŋ,0
sepadan,səpadan,1
cumbuan,tʃumbuan,0
untungnya,untuŋɲa,0
mobilisasi,mobilisasi,0
ortopedi,ortopedi,1
memang,memaŋ,1
berkali,bərkali,1
lapang,lapaŋ,0
berdegum,bərdəgum,2
mendiang,məndiaŋ,1
jamang,dʒamaŋ,0
sudah,sudah,0
membaui,məmbaui,1
penyeberangan,pəɲəbəraŋan,3
keagenan,kəagenan,2
mengetuai,məŋətuai,2
entah,əntah,1
pengangkatan,pəŋaŋkatan,1
teraduk,təraduʔ,1
keteraturan,kətəraturan,2
cintanya,tʃintaɲa,0
taukua,taukua,0
limau,limau,0
seremoni,seremoni,2
rezekinya,rəzəkiɲa,2
terpagut,tərpagut,1
pikul,pikul,0
terkepoh,tərkəpoh,2
tembusan,təmbusan,1
kutip,kutip,0
mendingin,məndiŋin,1
intai,intai,0
ekon,ekon,1
frambusia,frambusia,0
syahid,sjahid,0
teropong,təropoŋ,1
abras,abras,0
terbangkit,tərbaŋkit,1
mendengkung,məndəŋkuŋ,2
eklips,eʔlips,1
janji,dʒandʒi,0
sepertinya,səpərtiɲa,2
mencucut,məntʃutʃut,1
rempuh,rəmpuh,1
dieban,dieban,1
jaga,dʒaga,0
angsur,aŋsur,0
lumuran,lumuran,0
uni,uni,0
menengkurapkan,mənəŋkurapkan,2
rintis,rintis,0
kepenjaraan,kəpəndʒaraʔan,2
membea,məmbea,2
membaiat,məmbaiat,1
terungkap,təruŋkap,1
apuh,apuh,0
invalid,invalid,0
bertubuh,bərtubuh,1
menyinar,məɲinar,1
menjajah,məndʒadʒah,1
skema,skema,1
pendayung,pəndajuŋ,1
menajamkan,mənadʒamkan,1
tersepuk,tərsəpuʔ,2
berbahan,bərbahan,1
penanganan,pənaŋanan,1
pendevaluasian,pəndevaluasian,2
gamat,gamat,0
menyarankan,məɲarankan,1
menghalangi,məŋhalaŋi,1
mempersulit,məmpərsulit,2
penggorengan,pəŋgoreŋan,2
akui,akui,0
petitih,pətitih,1
biro,biro,0
peruntukan,pəruntukan,1
pamit,pamit,0
brendi,brendi,1
memo,memo,1
bah,bah,0
supervisi,supərvisi,1
bankir,bankir,0
johan,dʒohan,0
debar,dəbar,1
moderat,modərat,1
perumus,pərumus,1
beronang,bəronaŋ,1
seret,seret,2
berkompromi,bərkompromi,1
arisan,arisan,0
tertenggang,tərteŋgaŋ,2
seteheng,səteheŋ,3
durian,durian,0
bombardemen,bombardəmen,2
memimpikan,məmimpikan,1
berbarengan,bərbarəŋan,2
peluh,pəluh,1
pelantik,pəlantiʔ,1
kep,kep,1
gigit,gigit,0
mengamankan,məŋamankan,1
ditemukan,ditəmukan,1
amandel,amandəl,1
berdepan,bərdəpan,2
tersilap,tərsilap,1
antropolog,antropolog,0
boncol,bontʃol,0
apabila,apabila,0
berlanggar,bərlaŋgar,1
sebanjar,səbandʒar,1
separuh,səparuh,1
kers,kers,1
memecahkan,məmətʃahkan,2
kerangka,kəraŋka,1
instrumen,instrumen,1
mengakuri,məŋakuri,1
kearifan,kəarifan,1
pemecatan,pəmətʃatan,2
barzakh,barzaʔh,0
keratitis,keratitis,1
sekaligus,səkaligus,1
melombong,məlomboŋ,1
sentuh,səntuh,1
kesempurnaan,kəsəmpurnaʔan,2
membelasut,məmbəlasut,2
belit,bəlit,1
budidaya,budidaja,0
berdampak,bərdampaʔ,1
terserimpung,tərsərimpuŋ,2
buklet,buʔlet,1
anarkistis,anarkistis,0
warung,waruŋ,0
gram,gram,0
membebani,məmbəbani,2
kefakiran,kəfakiran,1
mengutang,məŋutaŋ,1
devaluasi,devaluasi,1
pesantren,pəsantren,2
mengangkakan,məŋaŋkakan,1
menjejak,məndʒədʒaʔ,2
penantangan,pənantaŋan,1
berserama,bərsərama,2
menangis,mənaŋis,1
modern,modern,1
sempal,səmpal,1
serati,sərati,1
federal,fedəral,2
serasi,sərasi,1
mekanis,mekanis,1
muktamad,muʔtamad,0
kejapan,kədʒapan,1
diskus,diskus,0
meluncur,məluntʃur,1
roh,roh,0
mengeping,məŋəpiŋ,2
sendirian,səndirian,1
rahayu,rahaju,0
kesanggupannya,kəsaŋgupanɲa,1
sayangkan,sajaŋkan,0
mengabdi,məŋabdi,1
mendung,mənduŋ,1
esoknya,esoʔɲa,1
ketial,kətial,1
ceguk,tʃəguʔ,1
unit,unit,0
setir,sətir,1
menyikapi,məɲikapi,1
dikurung,dikuruŋ,0
terjun,tərdʒun,1
pecai,petʃai,1
tuduhkan,tuduhkan,0
pencanang,pəntʃanaŋ,1
ganjaran,gandʒaran,0
handalan,handalan,0
sikut,sikut,0
selokan,səlokan,1
temberek,təmbereʔ,3
lengkeng,leŋkeŋ,2
jutaan,dʒutaʔan,0
serul,sərul,1
calit,tʃalit,0
penebukan,pənəbukan,2
penimbang,pənimbaŋ,1
pengajar,pəŋadʒar,1
alap,alap,0
gerobak,gərobaʔ,1
berpaut,bərpaut,1
borjuis,bordʒuis,0
runcing,runtʃiŋ,0
kelining,kəliniŋ,1
kerumit,kərumit,1
diletan,dilətan,1
ketergantungan,kətərgantuŋan,2
atasan,atasan,0
semampai,səmampai,1
demografi,demografi,1
lepek,lepeʔ,2
rakaat,rakaʔat,0
hanggar,haŋgar,0
mengisikan,məŋisikan,1
melancong,məlantʃoŋ,1
autodidaktik,autodidaʔtiʔ,0
menubruk,mənubruʔ,1
amina,amina,0
manset,manset,1
kolaborasi,kolaborasi,0
bertanggung jawab,bərtaŋguŋdʒawab,1
terpukau,tərpukau,1
karut,karut,0
mentora,məntora,1
cutak,tʃutaʔ,0
kecimus,kətʃimus,1
beliku,bəliku,1
penyatuan,pəɲatuan,1
pemeliharaan,pəməliharaʔan,2
perlenteh,pərlenteh,3
pabean,pabean,1
tel,tel,1
semaya,səmaja,1
logam,logam,0
lambatnya,lambatɲa,0
cengkek,tʃeŋkeʔ,2
awabulu,awabulu,0
cengam,tʃəŋam,1
amalgam,amalgam,0
operasi,opərasi,1
keritik,kəritiʔ,1
diseret,diseret,2
tolol,tolol,0
menuduh,mənuduh,1
bangus,baŋus,0
perigel,pərigəl,2
dipaksakan,dipaʔsakan,0
cucunda,tʃutʃunda,0
dibodohi,dibodohi,0
ketertarikan,kətərtarikan,2
jenak,dʒənaʔ,1
ketempuhan,kətəmpuhan,2
kesih,kəsih,1
prakiraan,prakiraʔan,0
jamuan,dʒamuan,0
belakangnya,bəlakaŋɲa,1
airi,airi,0
kemudi,kəmudi,1
haris,haris,0
singkir,siŋkir,0
konstelasi,konstelasi,1
menggunting,məŋguntiŋ,1
menekur,mənəkur,2
mencemaskan,məntʃəmaskan,2
mengasung,məŋasuŋ,1
kepelikan,kəpəlikan,2
sabun,sabun,0
kerangan,kəraŋan,1
dihubung,dihubuŋ,0
dasatitah,dasatitah,0
terambang,tərambaŋ,1
ketumbit,kətumbit,1
asil,asil,0
menyuruh,məɲuruh,1
bergumul,bərgumul,1
keperkasaan,kəpərkasaʔan,2
arungan,aruŋan,0
sweter,swetər,2
membanyol,məmbaɲol,1
membilas,məmbilas,1
berbasis,bərbasis,1
takuk,takuʔ,0
berpuasa,bərpuasa,1
mengautopsi,məŋautopsi,1
pesimis,pesimis,1
tan,tan,0
kaos,kaos,0
mengerna,məŋərna,2
pendongkol,pəndoŋkol,1
cangkup,tʃaŋkup,0
buangan,buaŋan,0
yel,jel,1
selulup,səlulup,1
artifak,artifaʔ,0
zamannya,zamanɲa,0
dimaksud,dimaʔsud,0
parameter,parametər,2
pelanggar,pəlaŋgar,1
berfoto,bərfoto,1
kelosok,kəlosoʔ,1
tersedot,tərsədot,2
berdinding,bərdindiŋ,1
pengasih,pəŋasih,1
buyung,bujuŋ,0
kontinuitas,kontinuitas,0
abun,abun,0
sangkakala,saŋkakala,0
dirus,dirus,0
ajar,adʒar,0
lungsur,luŋsur,0
dirangsang,diraŋsaŋ,0
bakalaureat,bakalaureat,1
mengizinkan,məŋizinkan,1
punggung,puŋguŋ,0
sontak,sontaʔ,0
dicarinya,ditʃariɲa,0
pancangan,pantʃaŋan,0
terkurung,tərkuruŋ,1
pengayak,pəŋajaʔ,1
jangat,dʒaŋat,0
titik,titiʔ,0
kersak,kərsaʔ,1
neto,neto,1
cerawat,tʃərawat,1
cukur,tʃukur,0
lembam,ləmbam,1
mendinginkan,məndiŋinkan,1
desakan,dəsakan,1
meluahkan,məluahkan,1
keris,kəris,1
bengkarak,bəŋkaraʔ,1
menjangkau,məndʒaŋkau,1
cakak,tʃakaʔ,0
membalik,məmbaliʔ,1
menebengkan,mənebeŋkan,3
wain,wain,0
berkemih,bərkəmih,2
bikir,bikir,0
dargah,dargah,0
mendesut,məndəsut,2
dipertimbangkan,dipərtimbaŋkan,1
timbanya,timbaɲa,0
terak,təraʔ,1
sepan,səpan,1
kiriman,kiriman,0
berbelintang,bərbəlintaŋ,2
jangkitan,dʒaŋkitan,0
penak,penaʔ,1
dadap,dadap,0
berdepak,bərdəpaʔ,2
be,be,1
kesek,keseʔ,2
hewan,hewan,1
penjilid,pəndʒilid,1
akhirulkalam,aʔhirulkalam,0
sekendal,səkəndal,2
keruh,kəruh,1
semesteran,səmestəran,3
rangkulan,raŋkulan,0
setandan,sətandan,1
hipokrit,hipoʔrit,0
terkesiap,tərkəsiap,2
ditebuk,ditəbuʔ,1
menendas,mənəndas,2
bolpoin,bolpoin,0
apung,apuŋ,0
kepercayaan,kəpərtʃajaʔan,2
temuras,təmuras,1
agihan,agihan,0
biakan,biakan,0
mendebitkan,məndebitkan,2
mengingkari,məŋiŋkari,1
pas,pas,0
memesani,məməsani,2
keblangsak,kəblaŋsaʔ,1
vakum,vakum,0
sangkaan,saŋkaʔan,0
pemerdeka,pəmərdeka,3
aung,auŋ,0
berlanjutan,bərlandʒutan,1
serendeng,sərendeŋ,3
rompak,rompaʔ,0
cerakin,tʃərakin,1
membentangkan,məmbəntaŋkan,2
kelantangan,kəlantaŋan,1
kemerosotan,kəmərosotan,2
apalah,apalah,0
ditambahkan,ditambahkan,0
kelian,kəlian,1
hitamkan,hitamkan,0
pungguk,puŋguʔ,0
belangir,bəlaŋir,1
lirih,lirih,0
mengupas,məŋupas,1
seteger,sətegər,3
supir,supir,0
berawak,bərawaʔ,1
bendahara,bəndahara,1
memanjangkan,məmandʒaŋkan,1
tinggalan,tiŋgalan,0
meleng,məleŋ,2
dibanjiri,dibandʒiri,0
setitik,sətitiʔ,1
penciutan,pəntʃiutan,1
kemangkatan,kəmaŋkatan,1
dr,dr,0
seling,səliŋ,1
pagi,pagi,0
dimasak,dimasaʔ,0
memperingati,məmpəriŋati,2
mencalit,məntʃalit,1
tempe,tempe,2
mencatuk,məntʃatuʔ,1
meninju,mənindʒu,1
sejumlah,sədʒumlah,1
sendalan,səndalan,1
penyerbuan,pəɲərbuan,2
aliah,aliah,0
muri,muri,0
ubi,ubi,0
mencocor,məntʃotʃor,1
pemastian,pəmastian,1
berbiak,bərbiaʔ,1
melampirkan,məlampirkan,1
usulan,usulan,0
pembelokan,pəmbelokan,2
puitis,puitis,0
jasad,dʒasad,0
mempertenggangkan,məmpərteŋgaŋkan,3
menawarkan,mənawarkan,1
cadai,tʃadai,0
manusiawi,manusiawi,0
penembahan,pənəmbahan,2
menaungi,mənauŋi,1
belenting,bələntiŋ,2
kekikiran,kəkikiran,1
halba,halba,0
keredep,kəredep,3
terjadi,tərdʒadi,1
menyergap,məɲərgap,2
mempelai,məmpəlai,2
terbayang,tərbajaŋ,1
senyawaan,səɲawaʔan,1
bandos,bandos,0
presisi,presisi,1
disekrup,disəʔrup,1
mengga,məŋga,1
tersedih,tərsədih,2
berserban,bərsərban,2
berbual,bərbual,1
nenas,nənas,1
mencolong,məntʃoloŋ,1
sekuritas,səkuritas,1
bertelabat,bərtəlabat,2
mencerling,məntʃərliŋ,2
pemeran,pəməran,2
demplon,demplon,1
kunyit,kuɲit,0
dekah,dəkah,1
sekotak,səkotaʔ,1
petia,pətia,1
lambat,lambat,0
geologis,geologis,1
pengecilan,pəŋətʃilan,2
premium,premium,1
formulir,formulir,0
mempercontohkan,məmpərtʃontohkan,2
teruk,təruʔ,1
kanji,kandʒi,0
semu,səmu,1
melemparkan,məlemparkan,2
pengerahan,pəŋərahan,2
perompak,pərompaʔ,1
subjektif,subdʒeʔtif,1
gencatan,gəntʃatan,1
pesai,pəsai,1
bangle,baŋle,1
tercampung,tərtʃampuŋ,1
agamanya,agamaɲa,0
sernak,sərnaʔ,1
urap,urap,0
abian,abian,0
dongkel,doŋkel,1
mengekspos,məŋeʔspos,2
kekerasan,kəkərasan,2
kail,kail,0
kanannya,kananɲa,0
berpidato,bərpidato,1
penambah,pənambah,1
bisul,bisul,0
pemasukan,pəmasukan,1
sekopong,səkopoŋ,1
azam,azam,0
menyerepi,məɲərəpi,3
terkap,tərkap,1
pemeo,pəmeo,2
bersit,bərsit,1
tumpat,tumpat,0
alahan,alahan,0
penyalahgunaan,pəɲalahgunaʔan,1
semesta,səməsta,2
berlumpur,bərlumpur,1
terperangkap,tərpəraŋkap,2
cingangah,tʃiŋaŋah,0
korektor,koreʔtor,1
mikrobiologi,miʔrobiologi,0
simpangan,simpaŋan,0
mengalup,məŋalup,1
gen,gen,1
kendeka,kəndeka,2
capcai,tʃaptʃai,0
cepak,tʃəpaʔ,1
delinkuen,delinkuen,2
disimilasi,disimilasi,0
bebuyutan,bəbujutan,1
betara,bətara,1
membabi,məmbabi,1
sebaliknya,səbaliʔɲa,1
melabuai,məlabuai,1
kewarasan,kəwarasan,1
perosok,pərosoʔ,1
memanjatkan,məmandʒatkan,1
kecemerlangan,kətʃəmərlaŋan,3
bergulat,bərgulat,1
ulaman,ulaman,0
anafora,anafora,0
wali,wali,0
program,program,0
kudu,kudu,0
lupa,lupa,0
gemilap,gəmilap,1
buatannya,buatanɲa,0
penahanan,pənahanan,1
ebonit,ebonit,1
dosa,dosa,0
beralamat,bəralamat,1
bertarung,bərtaruŋ,1
cemburu,tʃəmburu,1
sera,səra,1
mengekang,məŋəkaŋ,2
sanjung,sandʒuŋ,0
kisar,kisar,0
rembang,rəmbaŋ,1
pengesahan,pəŋəsahan,2
dengaran,dəŋaran,1
purnakaryawan,purnakarjawan,0
sitaan,sitaʔan,0
penempur,pənəmpur,2
menghentam,məŋhəntam,2
kian,kian,0
membumbui,məmbumbui,1
sekoi,səkoi,1
kedul,kədul,1
penguat,pəŋuat,1
ekspos,eʔspos,1
aum,aum,0
bersayap,bərsajap,1
merkah,mərkah,1
melanjutkan,məlandʒutkan,1
bertolak,bərtolaʔ,1
kendaraan,kəndaraʔan,1
aduk,aduʔ,0
terteleng,tərteleŋ,3
belerang,bəleraŋ,2
condong,tʃondoŋ,0
cair,tʃair,0
dianut,dianut,0
telesan,tələsan,2
infanteri,infantəri,1
awasan,awasan,0
kawal,kawal,0
memercit,məmərtʃit,2
rendah,rəndah,1
yamin,jamin,0
sekolahnya,səkolahɲa,1
bersangkut,bərsaŋkut,1
pengukur,pəŋukur,1
bungkus,buŋkus,0
sepertikan,səpərtikan,2
bija,bidʒa,0
soleh,soleh,1
belerong,bəleroŋ,2
berselawat,bərsəlawat,2
sistematika,sistematika,1
pendak,pəndaʔ,1
berbeka,bərbeka,2
pindahan,pindahan,0
sengangar,səŋaŋar,1
iseng,isəŋ,1
menjarum,məndʒarum,1
berjerjak,bərdʒərdʒaʔ,2
pewat,pewat,1
cekrem,tʃəʔrem,2
sembabat,səmbabat,1
kasi,kasi,0
khotbah,ʔhotbah,0
batel,batel,1
bintil,bintil,0
kejahatan,kədʒahatan,1
oles,oles,1
labu,labu,0
bajuku,badʒuku,0
serandung,səranduŋ,1
perguruan,pərguruan,1
pencoretan,pəntʃoretan,2
membujuki,məmbudʒuki,1
rehabilitasi,rehabilitasi,1
dingkis,diŋkis,0
berhubung,bərhubuŋ,1
serdadu,sərdadu,1
dikaitkan,dikaitkan,0
serondol,sərondol,1
dinamai,dinamai,0
kedaerahan,kədaerahan,2
turis,turis,0
ginjal,gindʒal,0
selayun,səlajun,1
pangkal,paŋkal,0
dilompati,dilompati,0
menyabit,məɲabit,1
pertolongan,pərtoloŋan,1
ompong,ompoŋ,0
peternak,pətərnaʔ,2
lusuh,lusuh,0
berdansanak,bərdansanaʔ,1
obor,obor,0
cokar,tʃokar,0
kemaraan,kəmaraʔan,1
memansuhkan,məmansuhkan,1
sibak,sibaʔ,0
mencacau,məntʃatʃau,1
rumahnya,rumahɲa,0
ikutan,ikutan,0
berondong,bərondoŋ,1
kurma,kurma,0
membulati,məmbulati,1
oman,oman,0
kolesterol,kolestərol,2
berbadai,bərbadai,1
penyerkup,pəɲərkup,2
mengali,məŋali,1
pajak,padʒaʔ,0
bedal,bədal,1
jepun,dʒəpun,1
kelopak,kəlopaʔ,1
grup,grup,0
mengeset,məŋəset,3
memelekkan,məməleʔkan,3
persona,pərsona,1
kelingsir,kəliŋsir,1
digagalkan,digagalkan,0
membayangkan,məmbajaŋkan,1
moril,moril,0
bertekanan,bərtəkanan,2
melangkahkan,məlaŋkahkan,1
membonekakan,məmbonekakan,2
diancam,diantʃam,0
kerengkam,kərəŋkam,2
menghilangkan,məŋhilaŋkan,1
pendalaman,pəndalaman,1
lembah,ləmbah,1
decup,dətʃup,1
menggenggam,məŋgəŋgam,2
marah,marah,0
memantulkan,məmantulkan,1
peringgi,pəriŋgi,1
peselancar,pəsəlantʃar,2
defensif,defensif,2
penjawat,pəndʒawat,1
kepantasan,kəpantasan,1
menyempatkan,məɲəmpatkan,2
pembuktian,pəmbuʔtian,1
panglima,paŋlima,0
karbon,karbon,0
jalannya,dʒalanɲa,0
pelisit,pəlisit,1
cengkam,tʃəŋkam,1
pekikan,pəkikan,1
sekiram,səkiram,1
jantung,dʒantuŋ,0
takbur,taʔbur,0
aksa,aʔsa,0
lumur,lumur,0
keanehan,kəanehan,2
mahatahu,mahatahu,0
kerabang,kərabaŋ,1
paluh,paluh,0
amirulmukminin,amirulmuʔminin,0
teranas,təranas,1
saw,saw,0
acatan,atʃatan,0
kecukupan,kətʃukupan,1
pahit,pahit,0
pohonnya,pohonɲa,0
untai,untai,0
bangkit,baŋkit,0
pengekor,pəŋekor,2
masukkan,masuʔkan,0
tualang,tualaŋ,0
lepaskan,ləpaskan,1
penganduh,pəŋanduh,1
menyepatui,məɲəpatui,2
pemainnya,pəmainɲa,1
melambaikan,məlambaikan,1
terluka,tərluka,1
kuini,kuini,0
bercanggah,bərtʃaŋgah,1
kerical,kəritʃal,1
penyelubungan,pəɲəlubuŋan,2
pegang,pəgaŋ,1
memboyong,məmbojoŋ,1
ufti,ufti,0
salur,salur,0
kikisan,kikisan,0
berdinas,bərdinas,1
tertelan,tərtəlan,2
kencur,kəntʃur,1
dikit,dikit,0
cuil,tʃuil,0
menanggap,mənaŋgap,1
hang,haŋ,0
penghukum,pəŋhukum,1
penyimpanan,pəɲimpanan,1
tawakal,tawakal,0
molar,molar,0
pemakanan,pəmakanan,1
residu,residu,1
metodis,metodis,1
cahari,tʃahari,0
kontes,kontes,1
aluminium,aluminium,0
adukan,adukan,0
sanga,saŋa,0
dopis,dopis,0
kewajiban,kəwadʒiban,1
tersiar,tərsiar,1
mengupayakan,məŋupajakan,1
bertapa,bərtapa,1
bimbang,bimbaŋ,0
peronda,pəronda,1
pencoblosan,pəntʃoblosan,1
telunjuk,təlundʒuʔ,1
serutu,sərutu,1
paras,paras,0
farmasi,farmasi,0
baba,baba,0
kemukus,kəmukus,1
dagu,dagu,0
kesunyian,kəsuɲian,1
sepur,səpur,1
foya,foja,0
sejuta,sədʒuta,1
bersamaan,bərsamaʔan,1
ditumbuk,ditumbuʔ,0
tercecer,tərtʃetʃer,3
duyun,dujun,0
seluar,səluar,1
memperkembangkan,məmpərkəmbaŋkan,3
jenis,dʒənis,1
beleda,bələda,2
dipuaskan,dipuaskan,0
bumban,bumban,0
dukan,dukan,0
leluasa,ləluasa,1
seandainya,səandaiɲa,1
seran,seran,1
berongsong,bəroŋsoŋ,1
pelek,peləʔ,2
sebutir,səbutir,1
angkur,aŋkur,0
donto,donto,0
wajahnya,wadʒahɲa,0
berbisnis,bərbisnis,1
bagusan,bagusan,0
melekat,mələkat,2
otopsi,otopsi,0
termakbul,tərmaʔbul,1
terkepung,tərkəpuŋ,2
hotel,hotel,1
mendangkung,məndaŋkuŋ,1
berujung,bərudʒuŋ,1
keranjang,kərandʒaŋ,1
muzik,muziʔ,0
nyai,ɲai,0
luntang,luntaŋ,0
lengang,ləŋaŋ,1
alip,alip,0
kebegaran,kəbəgaran,2
zona,zona,0
awangan,awaŋan,0
kait,kait,0
keletak,kələtaʔ,2
sumbat,sumbat,0
tekukan,təkukan,1
supersonik,supərsoniʔ,1
mengebom,məŋəbom,2
mendamak,məndamaʔ,1
keseser,kəsəsər,3
sintetik,sintetiʔ,1
eksotis,eʔsotis,1
kilauan,kilauan,0
digoreng,digoreŋ,1
urat,urat,0
membohong,məmbohoŋ,1
degum,dəgum,1
sehala,səhala,1
kentar,kəntar,1
meningkatkan,məniŋkatkan,1
membaratkan,məmbaratkan,1
sengkayan,səŋkajan,1
tetampan,tətampan,1
gandingan,gandiŋan,0
ragu,ragu,0
mencontengkan,məntʃonteŋkan,2
agenda,agenda,1
beguk,bəguʔ,1
