kata,ipa
meminyaki,məmiɲaki
lateral,latəral
keramahan,kəramahan
penyair,pəɲair
kebaikan,kəbaikan
latif,latif
terang,təraŋ
perakunan,pərakunan
komunisme,komunismə
meminjam,məmindʒam
tuntas,tuntas
anak,anaʔ
berkepung,bərkəpuŋ
mencicil,məntʃitʃil
diksa,diʔsa
doeloe,doəloə
terdeteksi,tərdeteʔsi
kepenjaraan,kəpəndʒaraʔan
mengorbankan,məŋorbankan
memindahkan,məmindahkan
awet,awet
terpahat,tərpahat
ditetak,ditətaʔ
kelenting,kələntiŋ
mentas,məntas
olahragawan,olahragawan
bertingkat,bərtiŋkat
kedewataan,kədewataʔan
merduk,mərduʔ
ambung,ambuŋ
buyung,bujuŋ
abad,abad
menentangi,mənəntaŋi
terangsang,təraŋsaŋ
abreaksi,abreaʔsi
kelontong,kəlontoŋ
menjabat,məndʒabat
alin,alin
mutasi,mutasi
berdenting,bərdəntiŋ
batu,batu
berdering,bərdəriŋ
medit,mədit
menjangkaui,məndʒaŋkaui
menyelingkit,məɲəliŋkit
dafnah,dafnah
teja,tedʒa
dikaruniai,dikaruniai
defaitisme,defaitismə
duane,duanə
dwimingguan,dwimiŋguan
melambai,məlambai
menggendong,məŋgendoŋ
dicurahkan,ditʃurahkan
antologi,antologi
mengelabang,məŋəlabaŋ
terjawab,tərdʒawab
sosiologi,sosiologi
jago,dʒago
acara,atʃara
digerakkan,digəraʔkan
inai,inai
bertertib,bərtərtib
diskon,diskon
fitnah,fitnah
ayap,ajap
berpijak,bərpidʒaʔ
cindai,tʃindai
terbambang,tərbambaŋ
sekul,səkul
diterbangkan,ditərbaŋkan
mengekspresikan,məŋeʔspresikan
kelarai,kəlarai
sintaksis,sintaʔsis
penanya,pənaɲa
berkunjung,bərkundʒuŋ
pengguna,pəŋguna
awaracun,awaratʃun
mendangkung,məndaŋkuŋ
pedoman,pədoman
dirangkap,diraŋkap
mendebat,məndebat
mengalahi,məŋalahi
dasarian,dasarian
absah,absah
rela,rela
malangnya,malaŋɲa
peranan,pəranan
mentarbiahkan,məntarbiahkan
lengkap,ləŋkap
ratap,ratap
tunggangan,tuŋgaŋan
menjangan,məndʒaŋan
tatang,tataŋ
berpengharapan,bərpəŋharapan
peredaran,pəredaran
tercupai,tərtʃupai
kempul,kəmpul
pemabuk,pəmabuʔ
pelecok,pəletʃoʔ
menyempurnakan,məɲəmpurnakan
keahli negaraan,kəahli-nəgaraʔan
bungsil,buŋsil
membiarkan,məmbiarkan
mengertangkan,məŋərtaŋkan
berperi,bərpəri
decur,dətʃur
bergoyang,bərgojaŋ
altruisme,altruismə
membetuli,məmbətuli
telepati,telepati
mengesek,məŋeseʔ
mengambilnya,məŋambilɲa
sengkar,səŋkar
seluas,səluas
berhubungan,bərhubuŋan
harapan,harapan
mencongak,məntʃoŋaʔ
menderas,məndəras
bugar,bugar
mempersenjatai,məmpərsəndʒatai
beluku,bəluku
menyiarkan,məɲiarkan
membentangkan,məmbəntaŋkan
sosis,sosis
penundaan,pənundaʔan
gonore,gonore
berdengar,bərdəŋar
candrasa,tʃandrasa
kesukaan,kəsukaʔan
juruterbang,dʒurutərbaŋ
suai,suai
ketegar,kətəgar
ganjal,gandʒal
menggigit,məŋgigit
bagur,bagur
dihindarkan,dihindarkan
sepi,səpi
bertolak,bərtolaʔ
mahram,mahram
kebul,kəbul
barel,barəl
kelelap,kələlap
siksaan,siʔsaʔan
sebal,səbal
anyam,aɲam
visa,visa
belembang,bələmbaŋ
kemauannya,kəmauanɲa
laram,laram
komuter,komutər
asai,asai
kolor,kolor
berburuk,bərburuʔ
penyematan,pəɲəmatan
gertakan,gərtakan
persona,pərsona
sri,sri
ajnas,adʒnas
merkantilisme,merkantilismə
belawan,bəlawan
dasaran,dasaran
serobeh,sərobeh
polos,polos
kacang,katʃaŋ
gerang,gəraŋ
sembilik,səmbiliʔ
hamburan,hamburan
mendamik,məndamiʔ
kelintaran,kəlintaran
afinitas,afinitas
sunah,sunah
dinyatakan,diɲatakan
lava,lava
audiologi,audiologi
penyetop,pəɲətop
mengeluani,məŋəluani
luruh,luruh
dendeng,dendeŋ
afdeling,afdeliŋ
menawar,mənawar
serutu,sərutu
tergolong,tərgoloŋ
memesani,məməsani
membedakkan,məmbədaʔkan
memperpendek,məmpərpendeʔ
gerun,gərun
biometrik,biometriʔ
salad,salad
mengajarkan,məŋadʒarkan
mengambai,məŋambai
tempap,təmpap
abatoar,abatoar
membayarkan,məmbajarkan
irit,irit
pesakit,pəsakit
penyerempetan,pəɲərempetan
sungguhnya,suŋguhɲa
kru,ʔru
penjabat,pəndʒabat
bingkatak,biŋkataʔ
menyegel,məɲegəl
maritim,maritim
selulur,səlulur
bersamaan,bərsamaʔan
menajamkan,mənadʒamkan
sereng,səreŋ
berbasikal,bərbasikal
dibenamkan,dibənamkan
aksentuasi,aʔsentuasi
duel,duel
mutunya,mutuɲa
taksiran,taʔsiran
stempel,stempəl
menderis,məndəris
bunuhan,bunuhan
perwakilan,pərwakilan
melitupi,məlitupi
debing,dəbiŋ
rem,rem
contohlah,tʃontohlah
pembikangan,pəmbikaŋan
eksekusi,eʔsekusi
pra,pra
truk,truʔ
terkuasai,tərkuasai
abangnya,abaŋɲa
bertekap,bərtəkap
kesamaan,kəsamaʔan
kerobek,kərobeʔ
dimuat,dimuat
deh,deh
pretensi,pretensi
menernakkan,mənərnaʔkan
menengah,mənəŋah
penyeberangan,pəɲəbəraŋan
serpihan,sərpihan
nomor,nomor
pengap,pəŋap
sesoca,səsotʃa
terserunda,tərsərunda
ketapek,kətapeʔ
pistol,pistol
balatentara,balatəntara
penelanan,pənəlanan
kelucahan,kəlutʃahan
menyelewengkan,məɲəleweŋkan
pelebaran,pəlebaran
pusaran,pusaran
berselempang,bərsəlempaŋ
teteguk,tətəguʔ
berkekuatan,bərkəkuatan
blustru,blustru
pembidikan,pəmbidikan
film,film
membelat,məmbəlat
bonafiditas,bonafiditas
menerkap,mənərkap
datung,datuŋ
celeng,tʃeleŋ
lafal,lafal
mengasingkan,məŋasiŋkan
kementakan,kəməntakan
sebilang,səbilaŋ
karakter,karaʔtər
terpegan,tərpəgan
suruh,suruh
cintamani,tʃintamani
keenakan,kəenakan
sanjung,sandʒuŋ
diperlihatkan,dipərlihatkan
dicurigai,ditʃurigai
pengesahan,pəŋəsahan
dimarahi,dimarahi
penghantar,pəŋhantar
penegas,pənəgas
haji,hadʒi
pencepatan,pəntʃəpatan
brom,brom
kelab,kəlab
dicekik,ditʃəkiʔ
mengemat,məŋəmat
lampaui,lampaui
komputer,komputər
mandi,mandi
garang,garaŋ
tersenak,tərsənaʔ
tajin,tadʒin
emosional,emosional
as,as
destruktif,destruʔtif
gunjing,gundʒiŋ
menyalin,məɲalin
mengatus,məŋatus
agamaku,agamaku
berbual,bərbual
barter,bartər
tun,tun
matrikulasi,matrikulasi
memerai,məmərai
mengarut,məŋarut
renggang,rəŋgaŋ
berbenang,bərbənaŋ
penegak,pənəgaʔ
belolok,bəloloʔ
cop,tʃop
insinyur,insiɲur
mencurigakan,məntʃurigakan
ebi,ebi
bantam,bantam
percumbuan,pərtʃumbuan
tingkat,tiŋkat
melingkungi,məliŋkuŋi
membongak,məmboŋaʔ
cupu,tʃupu
menara,mənara
pembicaraan,pəmbitʃaraʔan
sentakan,səntakan
caul,tʃaul
modal,modal
menggiling,məŋgiliŋ
pencomel,pəntʃomel
mengeruhkan,məŋəruhkan
pemerah,pəmerah
kastam,kastam
pemotret,pəmotret
jahat,dʒahat
identifikasi,identifikasi
mengeringatkan,məŋəriŋatkan
pewat,pewat
terseduh,tərsəduh
kejan,kədʒan
alku,alku
kaus,kaus
antiseptik,antiseptiʔ
pemilu,pəmilu
tapuk,tapuʔ
diindahkan,diʔindahkan
kedogolan,kədogolan
beslit,bəslit
menjalankan,məndʒalankan
proteksi,proteʔsi
pepeling,pəpeliŋ
difungsikan,difuŋsikan
seluruh,səluruh
penumpangnya,pənumpaŋɲa
pesisir,pəsisir
kelupas,kəlupas
temperamen,tempəramen
arun,arun
provokator,provokator
santan,santan
kendil,kəndil
lendir,ləndir
tempo,tempo
terhapus,tərhapus
lusa,lusa
kangkung,kaŋkuŋ
raya,raja
terimpit,tərimpit
kelos,kəlos
pengasinan,pəŋasinan
menyesatkan,məɲəsatkan
melapis,məlapis
penanganan,pənaŋanan
dihindari,dihindari
nakhoda,naʔhoda
relaks,relaʔs
jun,dʒun
pupuh,pupuh
sengked,seŋked
pelangpang,pəlaŋpaŋ
lulusan,lulusan
penyentuh,pəɲəntuh
binal,binal
skema,skema
seperjalanan,səpərdʒalanan
meditasi,meditasi
duru,duru
membuai,məmbuai
pelota,pelota
menaikkan,mənaiʔkan
dirinya,diriɲa
dari,dari
kuliah,kuliah
terbiar,tərbiar
garu,garu
mencolek,məntʃoleʔ
syekh,sjeʔh
menjiplak,məndʒiplaʔ
aboi,aboi
perbenihan,pərbənihan
putih,putih
singkap,siŋkap
damak,damaʔ
silsilah,silsilah
perenang,pərənaŋ
marginal,marginal
rantaian,rantaian
penyemangat,pəɲəmaŋat
muanya,muaɲa
busung,busuŋ
maklumkan,maʔlumkan
rai,rai
menghabisi,məŋhabisi
diserahkan,disərahkan
parabola,parabola
penekan,pənəkan
pengartian,pəŋartian
edan,edan
mengakhiri,məŋaʔhiri
abrar,abrar
bangkang,baŋkaŋ
analogi,analogi
kemon,kəmon
memesatkan,məməsatkan
seberapa,səbərapa
ingatan,iŋatan
pendewaan,pəndewaʔan
mengapi,məŋapi
menguras,məŋuras
vagina,vagina
makalah,makalah
menghardik,məŋhardiʔ
copot,tʃopot
janjinya,dʒandʒiɲa
tisu,tisu
terbahak,tərbahaʔ
bersentuh,bərsəntuh
senin,sənin
mengakan,məŋakan
membingkah,məmbiŋkah
hadir,hadir
combong,tʃomboŋ
berselimutkan,bərsəlimutkan
bersejuk,bərsədʒuʔ
betung,bətuŋ
pencanaian,pəntʃanaian
berencana,bərəntʃana
pencalonan,pəntʃalonan
seloki,səloki
disengajakan,disəŋadʒakan
mengemu,məŋəmu
kekafiran,kəkafiran
dambaan,dambaʔan
kaleidoskop,kaleidoskop
berkeriut,bərkəriut
dinding,dindiŋ
pendarah,pəndarah
arloji,arlodʒi
pembudakan,pəmbudakan
jaringan,dʒariŋan
najib,nadʒib
indra,indra
cambung,tʃambuŋ
cuai,tʃuai
tera,təra
ketidakseimbangan,kətidaʔsəimbaŋan
mendoa,məndoa
novel,novel
penyendatan,pəɲəndatan
antung,antuŋ
meloncat,məlontʃat
menyembam,məɲəmbam
azhar,azhar
ruam,ruam
sederum,sədərum
cabur,tʃabur
langganan,laŋganan
membantuni,məmbantuni
cepol,tʃəpol
pipit,pipit
mengegos,məŋegos
salin,salin
mendegilkan,məndəgilkan
survei,survei
berdamping,bərdampiŋ
penatu,pənatu
digoyang,digojaŋ
mengelepat,məŋələpat
alangan,alaŋan
gema,gəma
mendengarkan,məndəŋarkan
mengambil,məŋambil
melemaskan,mələmaskan
kecerdasan,kətʃərdasan
cung,tʃuŋ
dimasak,dimasaʔ
riwayatnya,riwajatɲa
sepemeluk,səpəməluʔ
zirah,zirah
kemarahan,kəmarahan
berakhlak,bəraʔhlaʔ
luhur,luhur
sejam,sədʒam
nyanyi,ɲaɲi
kelewang,kəlewaŋ
memuat,məmuat
lapangan,lapaŋan
pembenar,pəmbənar
menyambut,məɲambut
luasnya,luasɲa
koridor,koridor
andika,andika
mensubsidi,mənsubsidi
ditandai,ditandai
bersilsilah,bərsilsilah
serahi,sərahi
pemanasan,pəmanasan
sesuatu,səsuatu
sentong,səntoŋ
pembodohan,pəmbodohan
proyeknya,projeʔɲa
raksa,raʔsa
dicobanya,ditʃobaɲa
gula,gula
ambisi,ambisi
orientalis,orientalis
dipersatukan,dipərsatukan
warganya,wargaɲa
moralisasi,moralisasi
nari,nari
awaarang,awaʔaraŋ
bengap,bəŋap
agresivitas,agresivitas
disket,disket
dura,dura
perangah,pəraŋah
cik,tʃiʔ
terbang,tərbaŋ
perdayangan,pərdajaŋan
menyenangi,məɲənaŋi
teplok,teploʔ
petua,pətua
nunda,nunda
kompleks,kompleʔs
tertunda,tərtunda
jubah,dʒubah
upahan,upahan
mundur,mundur
melela,məlela
fatihah,fatihah
mengkuang,məŋkuaŋ
menghabiskan,məŋhabiskan
pembisik,pəmbisiʔ
mengislamkan,məŋislamkan
berteknologi,bərteʔnologi
statik,statiʔ
berwewenang,bərwəwənaŋ
gerakan,gərakan
mengecil,məŋətʃil
ditembak,ditembaʔ
selepi,sələpi
berbareng,bərbarəŋ
suntingan,suntiŋan
menghalalkan,məŋhalalkan
konfirmasi,konfirmasi
awabulu,awabulu
alarm,alarm
plonco,plontʃo
kerjanya,kərdʒaɲa
bersendi,bərsəndi
penda,pənda
belerang,bəleraŋ
gelita,gəlita
kesusu,kəsusu
hewan,hewan
akuarel,akuarel
keandalan,kəandalan
gelam,gəlam
ambuh,ambuh
ayakan,ajakan
nyonya,ɲoɲa
semulanya,səmulaɲa
campak,tʃampaʔ
kerosin,kerosin
beroci,bərotʃi
beraturan,bəraturan
mencekup,məntʃəkup
maharaja,maharadʒa
bayung,bajuŋ
abrikos,abrikos
sependekap,səpəndəkap
nanas,nanas
membasmi,məmbasmi
jasad,dʒasad
membalah,məmbalah
seharusnya,səharusɲa
depannya,dəpanɲa
perepat,pərəpat
alimentasi,alimentasi
kulkas,kulkas
transplantasi,transplantasi
ambau,ambau
pantek,panteʔ
konsep,konsep
berdosa,bərdosa
terhormat,tərhormat
urut,urut
jaksa,dʒaʔsa
memukau,məmukau
perdikan,pərdikan
terampai,tərampai
galvanisasi,galvanisasi
berdendam,bərdəndam
bebenah,bəbənah
ironis,ironis
pemugaran,pəmugaran
diktat,diʔtat
teknik,teʔniʔ
bersalam,bərsalam
menyabot,məɲabot
basir,basir
solder,soldər
kekat,kəkat
bugi,bugi
bulatan,bulatan
ratusan,ratusan
infiltrasi,infiltrasi
keenam,kəʔənam
berdarah,bərdarah
berkonvoi,bərkonvoi
dipetik,dipətiʔ
terlibat,tərlibat
sentul,səntul
aplikatif,aplikatif
legenda,ləgenda
berdialog,bərdialog
melecet,məletʃet
berkemal,bərkəmal
pengapitan,pəŋapitan
melantik,məlantiʔ
pergantungan,pərgantuŋan
lopak,lopaʔ
mengulurkan,məŋulurkan
embarau,əmbarau
memusnahkan,məmusnahkan
ditegakkan,ditəgaʔkan
membuktikan,məmbuʔtikan
dihanyutkan,dihaɲutkan
andak,andaʔ
penjelasan,pəndʒəlasan
akta,aʔta
terpikat,tərpikat
ski,ski
mengincar,məŋintʃar
memperkenalkan,məmpərkənalkan
oktaf,oʔtaf
membebankan,məmbəbankan
rebeh,rebeh
prabu,prabu
pengoperasian,pəŋopərasian
musimnya,musimɲa
terseret,tərseret
kepunahan,kəpunahan
ditempati,ditəmpati
aerobatik,aerobatiʔ
perasapan,pərasapan
radiologi,radiologi
menyukakan,məɲukakan
sepada,səpada
direksi,direʔsi
seteman,səteman
mengabur,məŋabur
berseni,bərsəni
tolol,tolol
cari,tʃari
rungutan,ruŋutan
virologi,virologi
menjarum,məndʒarum
dibubarkan,dibubarkan
sua,sua
kirbat,kirbat
lintang,lintaŋ
duka,duka
penguatkuasa,pəŋuatkuasa
emak,əmaʔ
kandis,kandis
nukleus,nuʔleus
bersahabat,bərsahabat
betul,bətul
belinjo,bəlindʒo
laksamana,laʔsamana
kebanditan,kəbanditan
sertakan,sərtakan
dirangsang,diraŋsaŋ
termenung,tərmənuŋ
pabean,pabean
menerungkukan,mənəruŋkukan
perkawinan,pərkawinan
boyak,bojaʔ
menyendok,məɲendoʔ
makcik,maʔtʃiʔ
inisiatif,inisiatif
berkeji,bərkədʒi
rasmi,rasmi
jajah,dʒadʒah
corong,tʃoroŋ
uap,uap
mencengkeramkan,məntʃəŋkəramkan
tumor,tumor
rasi,rasi
elu,əlu
andaian,andaian
banji,bandʒi
arkeolog,arkeolog
serbih,sərbih
berbicara,bərbitʃara
penyerimpung,pəɲərimpuŋ
serul,sərul
menghadapi,məŋhadapi
dikerjakannya,dikərdʒakanɲa
rangkul,raŋkul
melawah,məlawah
empu,əmpu
berziarah,bərziarah
wadam,wadam
audiogram,audiogram
cakah,tʃakah
artifisial,artifisial
pedansa,pədansa
hubungan,hubuŋan
menggetap,məŋgətap
paut,paut
belolang,bəlolaŋ
mengeriap,məŋəriap
tahajud,tahadʒud
perhutanan,pərhutanan
menghunus,məŋhunus
bertenung,bərtənuŋ
amerta,amərta
seluruhnya,səluruhɲa
terimanya,tərimaɲa
cikrak,tʃiʔraʔ
ha,ha
hajar,hadʒar
kekariban,kəkariban
aktuaria,aʔtuaria
secupak,sətʃupaʔ
menerjunkan,mənərdʒunkan
dekung,dəkuŋ
gejolak,gədʒolaʔ
mengepil,məŋəpil
aseton,asəton
sebab,səbab
dresoar,dresoar
tegun,təgun
aluan,aluan
buyut,bujut
memperbuat,məmpərbuat
kedewas,kədewas
memperdapat,məmpərdapat
asrar,asrar
selayaknya,səlajaʔɲa
keinginannya,kəiŋinanɲa
rintihan,rintihan
pendayangan,pəndajaŋan
menderang,məndəraŋ
sirkus,sirkus
long,loŋ
hal,hal
pengaliran,pəŋaliran
buldoser,buldosər
buari,buari
awalnya,awalɲa
mengunci,məŋuntʃi
penyerasian,pəɲərasian
membantu,məmbantu
tandu,tandu
em,em
menunai,mənunai
apatis,apatis
memonopoli,məmonopoli
melonggarkan,məloŋgarkan
seruduk,səruduʔ
cogok,tʃogoʔ
mujarab,mudʒarab
terkendali,tərkəndali
arbitrase,arbitrasə
menelungkupkan,mənəluŋkupkan
mendacin,məndatʃin
sekuritas,səkuritas
menyepit,məɲəpit
canggu,tʃaŋgu
berbenak,bərbənaʔ
madat,madat
bada,bada
mempersingkat,məmpərsiŋkat
berselawat,bərsəlawat
modus,modus
perun,pərun
berkabung,bərkabuŋ
terpelencit,tərpələntʃit
syair,sjair
maksiat,maʔsiat
keraman,kəraman
menginjakkan,məŋindʒaʔkan
ef,ef
inventaris,inventaris
voltase,voltasə
merampungkan,mərampuŋkan
kontak,kontaʔ
ketaatan,kətaʔatan
bum,bum
jepun,dʒəpun
keroyokan,kərojokan
perawis,pərawis
genetik,genetiʔ
tepercul,təpərtʃul
apersepsi,apersepsi
penunjukan,pənundʒukan
berguling,bərguliŋ
pengasung,pəŋasuŋ
boksu,boʔsu
menyelisipkan,məɲəlisipkan
pembiusan,pəmbiusan
camplungan,tʃampluŋan
menciptakan,məntʃiptakan
dihela,dihela
pemilihan,pəmilihan
airnya,airɲa
pahlawan,pahlawan
profil,profil
bilhak,bilhaʔ
sagu,sagu
anggara,aŋgara
seliwer,səliwər
sebelasan,səbəlasan
cengek,tʃeŋeʔ
tercapai,tərtʃapai
berendeng,bərendeŋ
ase,ase
keremajaan,kərəmadʒaʔan
gawang,gawaŋ
mengenakan,məŋənakan
ukulele,ukulele
adonan,adonan
kumpul,kumpul
berhidung,bərhiduŋ
bokop,bokop
keasingan,kəasiŋan
anteseden,antesedən
rumusan,rumusan
tangsi,taŋsi
kecurigaan,kətʃurigaʔan
mencencang,məntʃəntʃaŋ
menumis,mənumis
kepiting,kəpitiŋ
kerahiman,kərahiman
rebung,rəbuŋ
danda,danda
berkeyakinan,bərkəjakinan
pengelolaan,pəŋəlolaʔan
afiksasi,afiʔsasi
waja,wadʒa
ilegal,ilegal
penerka,pənərka
dekade,dekadə
tinja,tindʒa
ditembus,ditəmbus
bala,bala
tempuran,təmpuran
memesankan,məməsankan
kepergok,kəpərgoʔ
penganekaan,pəŋanekaʔan
memenangkan,məmənaŋkan
barracuda,barratʃuda
sengarat,səŋarat
pengalasan,pəŋalasan
mengalamati,məŋalamati
lembek,ləmbeʔ
penguatan,pəŋuatan
amina,amina
ketenagakerjaan,kətənagakərdʒaʔan
toleh,toleh
belenting,bələntiŋ
berdiksa,bərdiʔsa
bajing,badʒiŋ
becak,betʃaʔ
teranja,tərandʒa
pengantihan,pəŋantihan
selaku,səlaku
kenap,kənap
bungkusan,buŋkusan
berkocak,bərkotʃaʔ
usai,usai
kahwin,kahwin
pemakai,pəmakai
dayah,dajah
ketidak taatan,kətidak-taʔatan
ketampi,kətampi
mengkhawatirkan,məŋʔhawatirkan
kebinasaan,kəbinasaʔan
desus,dəsus
urap,urap
elektronika,eleʔtronika
tenda,tenda
menyemboyankan,məɲəmbojankan
kerentam,kərəntam
serangan,seraŋan
bentuk,bəntuʔ
lelap,ləlap
senjolong,səndʒoloŋ
nak,naʔ
diletan,dilətan
cublik,tʃubliʔ
selekor,səlekor
pemerdeka,pəmərdeka
sergap,sərgap
berkecimpung,bərkətʃimpuŋ
kabul,kabul
tempik,təmpiʔ
dilema,dilema
sembrono,səmbrono
arbiter,arbitər
pesaka,pəsaka
memesamkan,məməsamkan
hamba,hamba
menceboki,məntʃeboki
menyesap,məɲəsap
durjasa,durdʒasa
stratifikasi,stratifikasi
ekstase,eʔstasə
membanter,məmbantər
menyerbu,məɲərbu
merintangi,mərintaŋi
memakamkan,məmakamkan
keterpencilan,kətərpəntʃilan
kembuk,kəmbuʔ
pengamen,pəŋamen
congek,tʃoŋeʔ
menggubal,məŋgubal
sekurang,səkuraŋ
cawang,tʃawaŋ
selumbar,səlumbar
pawang,pawaŋ
mengelit,məŋəlit
berefleksi,bərefleʔsi
efisiensi,efisiensi
dianggar,diaŋgar
keting,kətiŋ
derik,dəriʔ
berantuk,bərantuʔ
kedatuan,kədatuan
belangkin,bəlaŋkin
alip,alip
indeks,indeʔs
kemiringan,kəmiriŋan
memahitkan,məmahitkan
bendanya,bəndaɲa
bertimbun,bərtimbun
siswi,siswi
menerakan,mənərakan
penentangnya,pənəntaŋɲa
kedewaan,kədewaʔan
masakan,masakan
metalografi,metalografi
antun,antun
perbukuan,pərbukuan
cenderai,tʃəndərai
sekuat,səkuat
menyemir,məɲəmir
bertinju,bərtindʒu
menyergap,məɲərgap
pukau,pukau
standar,standar
penjiplak,pəndʒiplaʔ
sanalah,sanalah
tuannya,tuanɲa
bimbingan,bimbiŋan
kedam,kədam
tari,tari
kudung,kuduŋ
bendi,bendi
bertekak,bərtəkaʔ
berambin,bərambin
benaman,bənaman
platina,platina
redang,redaŋ
rintik,rintiʔ
umpat,umpat
membangkrutkan,məmbaŋʔrutkan
kempetai,kempetai
beracun,bəratʃun
bertindak,bərtindaʔ
penyekatan,pəɲəkatan
pembajak,pəmbadʒaʔ
menggenggamkan,məŋgəŋgamkan
mencangkuk,məntʃaŋkuʔ
cicilan,tʃitʃilan
rompi,rompi
bermengkal,bərməŋkal
menguatkan,məŋuatkan
ratna,ratna
tgl,tgl
kerobak,kərobaʔ
bikir,bikir
codot,tʃodot
seruru,səruru
meracuni,məratʃuni
perincit,pərintʃit
ayal,ajal
rincian,rintʃian
memalingkan,məmaliŋkan
bersinar,bərsinar
pundaknya,pundaʔɲa
bercawak,bərtʃawaʔ
perabot,pərabot
buhuk,buhuʔ
menikam,mənikam
cakak,tʃakaʔ
beristirahat,bəristirahat
berkoperasi,bərkopərasi
angut,aŋut
menghayati,məŋhajati
sertifikat,sertifikat
kemanisan,kəmanisan
jasanya,dʒasaɲa
terdaki,tərdaki
daro,daro
semaja,səmadʒa
kompilator,kompilator
bersengkela,bərsəŋkəla
mendagel,məndagəl
mengusap,məŋusap
ordonansi,ordonansi
tertuju,tərtudʒu
deku,dəku
menumpas,mənumpas
pengisi,pəŋisi
berbekal,bərbəkal
polis,polis
selamba,səlamba
raga,raga
mengelakkan,məŋelaʔkan
terabai,tərabai
pengilang,pəŋilaŋ
alung,aluŋ
bersenang,bərsənaŋ
kapitalisme,kapitalismə
menyendikan,məɲəndikan
penerang,pənəraŋ
pemijat,pəmidʒat
ceracap,tʃəratʃap
dandi,dandi
serangkai,səraŋkai
menjamin,məndʒamin
tetoron,tetoron
mendakwai,məndaʔwai
buras,buras
mencorotkan,məntʃorotkan
penampi,pənampi
penamatan,pənamatan
pencabulan,pəntʃabulan
kelola,kəlola
kesetrum,kəsətrum
autokrasi,autoʔrasi
moderator,modərator
pencabikan,pəntʃabikan
jahe,dʒahe
menengadah,mənəŋadah
ketipung,kətipuŋ
penjaja,pəndʒadʒa
membingkas,məmbiŋkas
dipasarkan,dipasarkan
dihendaki,dihəndaki
vanili,vanili
berbulu,bərbulu
pelawa,pəlawa
bergeser,bərgeser
kendo,kendo
penyerkapan,pəɲərkapan
perbanyakan,pərbaɲakan
susun,susun
bodohnya,bodohɲa
calo,tʃalo
keramba,kəramba
setori,sətori
kagok,kagoʔ
diperhebat,dipərhebat
serokan,serokan
sembarang,səmbaraŋ
diawali,diawali
timpal,timpal
stereo,stereo
bidur,bidur
kebun,kəbun
poligon,poligon
teledek,təledeʔ
biduri,biduri
temaram,təmaram
mencelep,məntʃələp
hidungnya,hiduŋɲa
seismologi,seismologi
percekcokan,pərtʃeʔtʃokan
kecumik,kətʃumiʔ
skeptis,skeptis
dimandikan,dimandikan
penyelia,pəɲəlia
bioritme,bioritmə
menghambat,məŋhambat
setentang,sətəntaŋ
temali,təmali
hikmat,hiʔmat
rundingan,rundiŋan
pengurang,pəŋuraŋ
mencambuki,məntʃambuki
lamunan,lamunan
padam,padam
sia,sia
aorta,aorta
prawacana,prawatʃana
melenyapkan,mələɲapkan
pendinginan,pəndiŋinan
anarkistis,anarkistis
menyelaputi,məɲəlaputi
tempua,təmpua
improvisasi,improvisasi
ironi,ironi
penampilan,pənampilan
setoran,sətoran
metrik,metriʔ
koteng,koteŋ
dabus,dabus
pesatnya,pəsatɲa
keperwiraan,kəpərwiraʔan
senilitas,senilitas
lesap,ləsap
coleng,tʃoleŋ
implikasi,implikasi
menyurutkan,məɲurutkan
hierarki,hierarki
kecenderungan,kətʃəndəruŋan
heterogen,hetərogen
culas,tʃulas
almamater,almamater
comel,tʃomel
tersingkir,tərsiŋkir
melodi,melodi
angannya,aŋanɲa
bersajak,bərsadʒaʔ
joli,dʒoli
ditentukan,ditəntukan
perekik,pərekiʔ
berat,bərat
merajah,məradʒah
telusur,təlusur
kobar,kobar
ilham,ilham
syariat,sjariat
bersinggungan,bərsiŋguŋan
mengandarkan,məŋandarkan
kudrat,kudrat
analgesik,analgesiʔ
kenong,kənoŋ
siong,sioŋ
pengerjaan,pəŋərdʒaʔan
perambut,pərambut
tajwid,tadʒwid
bros,bros
peraka,pəraka
berantak,bərantaʔ
pengkor,peŋkor
detoksifikasi,detoʔsifikasi
berdemonstrasi,bərdemonstrasi
menjelmakan,məndʒəlmakan
bersolek,bərsoleʔ
penonton,pənonton
menemin,mənəmin
batasan,batasan
sekitar,səkitar
impresionisme,impresionismə
berbadan,bərbadan
sepuit,səpuit
abrak,abraʔ
anting,antiŋ
meminggir,məmiŋgir
kurau,kurau
meluluskan,məluluskan
aristokrasi,aristoʔrasi
terau,tərau
keriuk,kəriuʔ
berkeramas,bərkəramas
mengkomersialkan,məŋkomersialkan
laberang,labəraŋ
berbaling,bərbaliŋ
mengelenggarakan,məŋələŋgarakan
berterali,bərtərali
asuh,asuh
lapik,lapiʔ
jongket,dʒoŋket
membangsakan,məmbaŋsakan
menjaring,məndʒariŋ
badan,badan
pegan,pəgan
ayuh,ajuh
